Epoch,Learning Rate,Rho,Dev Fscore overall,Dev Fscore seen,Dev Fscore unseen,Topic Fscore,Train Fscore overall,Train Fscore seen,Train Fscore unseen
0,0.001,0.0,0.594409282700422,0.594409282700422,0.0,0.0,0.4545152851947079,0.5677408626973759,0.0
1,0.001,0.0,0.594409282700422,0.594409282700422,0.0,0.015834348355663823,0.4545152851947079,0.5677408626973759,0.0
2,0.001,0.0,0.594409282700422,0.594409282700422,0.0,0.22254616132167152,0.4546218949941999,0.5677408626973759,0.0
3,0.001,0.0,0.594409282700422,0.594409282700422,0.0,0.282379099499722,0.4552992072926114,0.5677408626973759,0.0
4,0.001,0.0,0.5974517478205084,0.5974517478205084,0.0,0.4690968858825826,0.45809554136723607,0.5691563858844491,0.0
5,0.001,0.0,0.5526885508588704,0.5526885508588704,0.0,0.5871411179633738,0.44502210199907644,0.5586961298520153,0.0
6,0.001,0.0,0.597595470305056,0.597595470305056,0.0,0.6813062902087936,0.4577622139106652,0.5723934701124481,0.0
7,0.001,0.0,0.5133475291490301,0.5133475291490301,0.0,0.7005991001068934,0.4286028808570188,0.5396090961009701,0.0
8,0.001,0.0,0.5984893146647016,0.5984893146647016,0.0,0.6930687578501817,0.46352114602769856,0.5836807221248642,0.0
9,0.001,0.0,0.5935461397175249,0.5935461397175249,0.0,0.6992126658108687,0.45854848426640593,0.5790453035091985,0.0
10,0.001,0.0,0.5968734733756718,0.5968734733756718,0.0,0.7057894736842104,0.4721864908968666,0.590801910879749,0.0
11,0.001,0.0,0.5889361238282103,0.5889361238282103,0.0,0.7088153213199966,0.4636503895152989,0.578130206132803,0.0
12,0.001,0.0,0.5638065885499957,0.5638065885499957,0.0,0.7155809033175855,0.4551022209852657,0.5706361900130634,0.0
13,0.001,0.0,0.5631862833901158,0.5631862833901158,0.0,0.7155062982130653,0.46169980209257105,0.5733747027863587,0.0
14,0.001,0.0,0.6294269645842834,0.6294269645842834,0.0,0.7205505145547253,0.5184244068911641,0.6529282831249053,0.0
15,0.001,0.0,0.6185096091668607,0.6185096091668607,0.0,0.7229517576298861,0.49506756264382734,0.6178230411891914,0.0
16,0.001,0.0,0.6050857843137255,0.6050857843137255,0.0,0.728185579649069,0.5071933749139611,0.6225893023708171,0.0
17,0.001,0.0,0.6175320169074506,0.6175320169074506,0.0,0.7307554850463297,0.4916648868134589,0.610501200991662,0.0
18,0.001,0.0,0.6219927681333541,0.6219927681333541,0.0,0.7323853537148951,0.5397140415751107,0.6540184977414931,0.0
19,0.001,0.0,0.6368950941196069,0.6368950941196069,0.0,0.7254165574396261,0.5319225618284835,0.6538321839693082,0.0
20,0.001,0.0,0.6158032654706712,0.6158032654706712,0.0,0.7425820973992072,0.5224491804273335,0.6397922582176505,0.0
21,0.001,0.0,0.6184421001478122,0.6184421001478122,0.0,0.7403069269114377,0.5234089511197945,0.6486051476042949,0.0
22,0.001,0.0,0.6267752385955696,0.6267752385955696,0.0,0.7499699478860989,0.5318308758274237,0.6412528264388762,0.0
23,0.001,0.0,0.6187202239833819,0.6187202239833819,0.0,0.7401389596923258,0.5493893676200167,0.6638987097385864,0.0
24,0.001,0.0,0.66068524970964,0.66068524970964,0.0,0.7418210862619808,0.5339841579304605,0.6651860563150885,0.0
25,0.001,0.0,0.6400163525694732,0.6400163525694732,0.0,0.7426951310787167,0.5661752830883034,0.6809044488001806,0.0
26,0.001,0.0,0.6277355715533733,0.6277355715533733,0.0,0.7541372931353432,0.5584458730638133,0.6641239817168628,0.0
