Epoch,Dev Fscore overall,Dev Fscore seen,Dev Fscore unseen,Train Fscore overall,Train Fscore seen,Train Fscore unseen
0,0.3685968819599109,0.3685968819599109,0.0,0.35895733889395837,0.35895733889395837,0.0
1,0.41943994177776306,0.41943994177776306,0.0,0.45959484064322775,0.45959484064322775,0.0
2,0.5263288623944362,0.5263288623944362,0.0,0.528119124070699,0.528119124070699,0.0
3,0.4681200968953485,0.4681200968953485,0.0,0.4901515439249497,0.4901515439249497,0.0
4,0.5551095264966912,0.5551095264966912,0.0,0.5908466524230072,0.5908466524230072,0.0
5,0.577379778051788,0.577379778051788,0.0,0.6346790864382763,0.6346790864382763,0.0
6,0.5601899595742925,0.5601899595742925,0.0,0.7169729554089623,0.7169729554089623,0.0
7,0.5660555751418225,0.5660555751418225,0.0,0.769508539244186,0.769508539244186,0.0
8,0.5565870274419498,0.5565870274419498,0.0,0.7725028814241872,0.7725028814241872,0.0
9,0.5713638802340978,0.5713638802340978,0.0,0.8688906394492585,0.8688906394492585,0.0
10,0.5581332990110903,0.5581332990110903,0.0,0.891721677011809,0.891721677011809,0.0
11,0.5452884547818144,0.5452884547818144,0.0,0.9229646180989116,0.9229646180989116,0.0
12,0.5605939210912864,0.5605939210912864,0.0,0.9613458552618313,0.9613458552618313,0.0
13,0.5545909805041778,0.5545909805041778,0.0,0.9573300632409742,0.9573300632409742,0.0
14,0.571291251255893,0.571291251255893,0.0,0.983629475461804,0.983629475461804,0.0
15,0.5544914947900023,0.5544914947900023,0.0,0.9858784427375716,0.9858784427375716,0.0
16,0.5902634197649897,0.5902634197649897,0.0,0.9881077817929889,0.9881077817929889,0.0
17,0.5759582928746475,0.5759582928746475,0.0,0.9895762132604238,0.9895762132604238,0.0
18,0.5871836545159044,0.5871836545159044,0.0,0.9965223006318897,0.9965223006318897,0.0
19,0.5740693846543429,0.5740693846543429,0.0,0.9989510971533863,0.9989510971533863,0.0
20,0.5695528560351512,0.5695528560351512,0.0,0.9990754442845036,0.9990754442845036,0.0
21,0.5706617520632737,0.5706617520632737,0.0,0.9991990009565526,0.9991990009565526,0.0
22,0.5742749002764713,0.5742749002764713,0.0,0.999199915267345,0.999199915267345,0.0
23,0.5600294701774617,0.5600294701774617,0.0,0.9990756918031906,0.9990756918031906,0.0
24,0.5741014400761693,0.5741014400761693,0.0,0.9995379812198606,0.9995379812198606,0.0
25,0.5623701487575834,0.5623701487575834,0.0,0.9992890776614587,0.9992890776614587,0.0
26,0.5670373802903924,0.5670373802903924,0.0,0.9995379812198606,0.9995379812198606,0.0
27,0.5779931373458221,0.5779931373458221,0.0,0.9995375865616937,0.9995375865616937,0.0
28,0.5651907567412079,0.5651907567412079,0.0,0.9995375246820335,0.9995375246820335,0.0
29,0.571033909747105,0.571033909747105,0.0,0.9995379812198606,0.9995379812198606,0.0
30,0.5679843005326606,0.5679843005326606,0.0,0.9995380430995209,0.9995380430995209,0.0
31,0.5605415048798404,0.5605415048798404,0.0,0.9995379812198606,0.9995379812198606,0.0
32,0.5461795128461795,0.5461795128461795,0.0,0.9995375246820335,0.9995375246820335,0.0
33,0.5633566859579653,0.5633566859579653,0.0,0.9995379812198606,0.9995379812198606,0.0
34,0.548993288590604,0.548993288590604,0.0,0.9995375246820335,0.9995375246820335,0.0
35,0.5457943925233645,0.5457943925233645,0.0,0.9995380430995209,0.9995380430995209,0.0
36,0.4940364633822336,0.4940364633822336,0.0,0.8493641284487714,0.8493641284487714,0.0
37,0.5394878136084085,0.5394878136084085,0.0,0.966112986717591,0.966112986717591,0.0
38,0.5737082066869301,0.5737082066869301,0.0,0.9807568046902326,0.9807568046902326,0.0
39,0.5815990274436771,0.5815990274436771,0.0,0.997436949582734,0.997436949582734,0.0
40,0.5853553596622008,0.5853553596622008,0.0,0.9995379812198606,0.9995379812198606,0.0
41,0.5883882280030835,0.5883882280030835,0.0,0.9995379812198606,0.9995379812198606,0.0
42,0.5709163830821585,0.5709163830821585,0.0,0.9995375865616937,0.9995375865616937,0.0
43,0.5767029018604792,0.5767029018604792,0.0,0.9995375865616937,0.9995375865616937,0.0
44,0.5647823015195133,0.5647823015195133,0.0,0.9995375246820335,0.9995375246820335,0.0
45,0.5678321678321678,0.5678321678321678,0.0,0.9994135102370192,0.9994135102370192,0.0
46,0.5747383252818036,0.5747383252818036,0.0,0.9995379812198606,0.9995379812198606,0.0
47,0.5710748673609747,0.5710748673609747,0.0,0.9995375246820335,0.9995375246820335,0.0
48,0.5711570444286054,0.5711570444286054,0.0,0.9995379812198606,0.9995379812198606,0.0
49,0.5734341094004869,0.5734341094004869,0.0,0.9995375865616937,0.9995375865616937,0.0
