Epoch,Learning Rate,Rho,Dev Fscore overall,Dev Fscore seen,Dev Fscore unseen,Topic Fscore,Train Fscore overall,Train Fscore seen,Train Fscore unseen
0,0.001,0.0,0.5556616507523872,0.5556616507523872,0.0,0.2595325953259533,0.45044856548575996,0.5506876987252414,0.0
1,0.001,0.0,0.5542332264323966,0.5542332264323966,0.0,0.3885726333544171,0.4491901935842959,0.5505630054632656,0.0
2,0.001,0.0,0.5339435024389689,0.5339435024389689,0.0,0.6834243769204507,0.43554184446238414,0.5431473984105563,0.0
3,0.001,0.0,0.5554007531473686,0.5554007531473686,0.0,0.7551436273280729,0.45007734256200504,0.5516172915545345,0.0
4,0.001,0.0,0.5407862203660994,0.5407862203660994,0.0,0.7456496860432155,0.4490571262037354,0.5537092965003936,0.0
5,0.001,0.0,0.5489953997197962,0.5489953997197962,0.0,0.8147440621279972,0.4467390773417834,0.55319790953004,0.0
6,0.001,0.0,0.5621483187664995,0.5621483187664995,0.0,0.8315485249510812,0.450653522112842,0.5565063649222065,0.0
7,0.001,0.0,0.5566222147602715,0.5566222147602715,0.0,0.8390991640758694,0.44203748631616324,0.5523459562265567,0.0
8,0.001,0.0,0.538577973670475,0.538577973670475,0.0,0.8420508950038595,0.43848083598097376,0.541605034586779,0.0
9,0.001,0.0,0.561855500821018,0.561855500821018,0.0,0.8421018513840337,0.4566534498407957,0.5585125689330164,0.0
10,0.001,0.0,0.5870750617704694,0.5870750617704694,0.0,0.8492632293447515,0.46798185365831557,0.5748674673778332,0.0
11,0.001,0.0,0.5359673503852513,0.5359673503852513,0.0,0.8656101242308138,0.4394536523249394,0.5529884983889208,0.0
12,0.001,0.0,0.5773469387755102,0.5773469387755102,0.0,0.8567378547649946,0.4869218347102129,0.602148483085805,0.0
13,0.001,0.0,0.5787878787878787,0.5787878787878787,0.0,0.8671852167230139,0.5009237546155341,0.6118664400679796,0.0
14,0.001,0.0,0.5969522503173486,0.5969522503173486,0.0,0.8698746319233448,0.5056793040359613,0.6229948716688968,0.0
15,0.001,0.0,0.6038680844506087,0.6038680844506087,0.0,0.8535526516306005,0.5078560948314803,0.6237681192934583,0.0
16,0.001,0.0,0.5964717393806838,0.5964717393806838,0.0,0.8750958522365967,0.5168578235922405,0.6443448128713851,0.0
17,0.001,0.0,0.6148867313915858,0.6148867313915858,0.0,0.877196954724456,0.5303634566663883,0.6581992748072111,0.0
18,0.001,0.0,0.61250170442371,0.61250170442371,0.0,0.876588699378755,0.5388095905415091,0.6579285471038049,0.0
19,0.001,0.0,0.5829365079365079,0.5829365079365079,0.0,0.8727321834163364,0.48358954472559734,0.5971259865554162,0.0
20,0.001,0.0,0.5991441640844031,0.5991441640844031,0.0,0.8801771523385356,0.522899479117668,0.6400208779266852,0.0
21,0.001,0.0,0.5726342171386192,0.5726342171386192,0.0,0.8692032387029768,0.50412076188934,0.616137944700935,0.0
22,0.001,0.0,0.6092187013370918,0.6092187013370918,0.0,0.8719209947333323,0.5532355280040511,0.6771750831100602,0.0
23,0.001,0.0,0.6099505287097605,0.6099505287097605,0.0,0.8691129474933372,0.5411634752110253,0.6529322038725676,0.0
24,0.001,0.0,0.6231293136830596,0.6231293136830596,0.0,0.8666075400063351,0.5641354461053201,0.682244884176403,0.0
25,0.001,0.0,0.5952566096423016,0.5952566096423016,0.0,0.8800499491585421,0.5306579973199986,0.6462614344298754,0.0
26,0.001,0.0,0.6191507939074476,0.6191507939074476,0.0,0.8719321981738665,0.5616536475886929,0.6887198796346716,0.0
27,0.001,0.0,0.6310240161882954,0.6310240161882954,0.0,0.8808448315316765,0.5697204009278473,0.6843407056049847,0.0
28,0.001,0.0,0.6154179533019123,0.6154179533019123,0.0,0.8682629338022906,0.5477606363080889,0.673361421795754,0.0
29,0.001,0.0,0.626611373123001,0.626611373123001,0.0,0.8808123685645299,0.5718663727922799,0.6931339151915505,0.0
30,0.001,0.0,0.6137587786259542,0.6137587786259542,0.0,0.8872025312630847,0.5743801098353023,0.6785282146759721,0.0
31,0.001,0.0,0.6152448858331211,0.6152448858331211,0.0,0.8803337205883408,0.5559170530302175,0.6758842846266244,0.0
32,0.001,0.0,0.6455770771478393,0.6455770771478393,0.0,0.8830048906952077,0.5858506685204168,0.6938198697589782,0.0
33,0.001,0.0,0.6373626373626373,0.6373626373626373,0.0,0.8802239686767144,0.5813273736841622,0.7035965441406591,0.0
34,0.001,0.0,0.6081111788836664,0.6081111788836664,0.0,0.8852837675950884,0.578501541920593,0.7011989220866617,0.0
35,0.001,0.0,0.631098788851598,0.631098788851598,0.0,0.874159878256725,0.5935908388507105,0.7090553443787813,0.0
36,0.001,0.0,0.6194264721367482,0.6194264721367482,0.0,0.8746082678921496,0.5712303358381735,0.6855697757748433,0.0
37,0.001,0.0,0.6600311526479752,0.6600311526479752,0.0,0.8661840804697947,0.6048556585336908,0.7345140162431228,0.0
38,0.001,0.0,0.6097179780260795,0.6097179780260795,0.0,0.881644083446139,0.592310244618851,0.7162701684945438,0.0
39,0.001,0.0,0.6373610434217549,0.6373610434217549,0.0,0.879398900525661,0.6114810021060021,0.7292196946155151,0.0
40,0.001,0.0,0.6691678354371202,0.6691678354371202,0.0,0.8765436152586794,0.6038871831609891,0.7465122600207437,0.0
41,0.001,0.0,0.645997997400882,0.645997997400882,0.0,0.8826401628258862,0.617097562544215,0.7471854135244049,0.0
42,0.001,0.0,0.6230587823364641,0.6230587823364641,0.0,0.8707437695343503,0.6045454331839308,0.7341399191037725,0.0
43,0.001,0.0,0.6090204369274137,0.6090204369274137,0.0,0.8865770611608683,0.6130014003712358,0.7275576024467889,0.0
44,0.001,0.0,0.6075383641828824,0.6075383641828824,0.0,0.8841209450639103,0.6556089105104601,0.758675908927489,0.0
45,0.001,0.0,0.639679880885911,0.639679880885911,0.0,0.8779174234525648,0.6358786345424764,0.7716023574209967,0.0
46,0.001,0.0,0.6299770738782576,0.6299770738782576,0.0,0.8859608791408398,0.6333139680539905,0.7434993430514389,0.0
47,0.001,0.0,0.6414090414789498,0.6414090414789498,0.0,0.8892672673442445,0.6594032575484539,0.7689053710588141,0.0
48,0.001,0.0,0.631355764276939,0.631355764276939,0.0,0.8902574381572915,0.6396307380249788,0.7677730255694948,0.0
49,0.001,0.0,0.6389229538789656,0.6389229538789656,0.0,0.8914451552612906,0.6544681192568517,0.7831733199411749,0.0
50,0.001,0.0,0.640567612687813,0.640567612687813,0.0,0.8893236952487255,0.6823189644542926,0.8005123681356765,0.0
51,0.0009764540896763106,0.05494460868918738,0.6455218855218855,0.6455218855218855,0.0,0.8820624987204072,0.6447203442277334,0.7711853767734518,0.0
52,0.0009554427922043668,0.10955847021442966,0.6243237060337432,0.6243237060337432,0.0,0.8659434453130264,0.6408557189651221,0.7636244268477843,0.0
53,0.0009365137582048804,0.16351875368367264,0.6413548997818661,0.6413548997818661,0.0,0.8568179034911905,0.6753101443848598,0.7972351635950499,0.0
54,0.0009193227152249185,0.21651806149302866,0.617047525053143,0.617047525053143,0.0,0.8360960415578952,0.6940189688049154,0.7900099039057484,0.0
55,0.0009036020036098449,0.2682711820216015,0.6145761145761146,0.6145761145761146,0.0,0.13216845878136202,0.6059826196060538,0.7068539406702623,0.0
56,0.0008891397050194615,0.3185207769027709,0.5722701223309735,0.5722701223309735,0.0,0.005017561465127948,0.48703415781041137,0.5964425627339883,0.0
57,0.0008757653731721587,0.3670417874726313,0.6163121116010418,0.6163121116010418,0.0,0.4404145683663574,0.5532278875840781,0.7161867434543806,0.0
58,0.0008633400213704505,0.41364444218713525,0.6082647512141217,0.6082647512141217,0.0,0.08888804945717345,0.4974229004651296,0.6769437045005664,0.0
59,0.0008517489360780039,0.45817584469861306,0.6223417983492001,0.6223417983492001,0.0,0.3780544379351318,0.6395813559236005,0.7462211967436798,0.0
60,0.0008408964152537146,0.5005202111902354,0.6284855230633574,0.6284855230633574,0.0,0.2116898261568312,0.6755433658242649,0.7415807292005323,0.0
61,0.0008307018474412791,0.5405978980932038,0.6351351351351351,0.6351351351351351,0.0,0.32153564458273093,0.6640299209048219,0.7582564761921873,0.0
62,0.0008210967436686386,0.5783634130445057,0.6117964071856288,0.6117964071856288,0.0,0.28308162985637464,0.6295379965248051,0.7347071052044092,0.0
63,0.0008120224586769673,0.6138026315335672,0.6215346159672777,0.6215346159672777,0.0,0.28761605738251395,0.5676060845863009,0.775557590745825,0.0
64,0.0008034284189446517,0.6469294504417666,0.6376925991411972,0.6376925991411972,0.0,0.294784108612026,0.6591340758439701,0.7966525893284497,0.0
65,0.0007952707287670507,0.6777821008468294,0.6413250148544265,0.6413250148544265,0.0,0.2781789118364779,0.6813472625601456,0.7907540583415669,0.0
66,0.000787511062110268,0.7064193203972353,0.6296079276174064,0.6296079276174064,0.0,0.2990788850920855,0.6220117518116638,0.775620489601097,0.0
67,0.0007801157731069053,0.7329165549335752,0.6247982786444325,0.6247982786444325,0.0,0.3027483130457037,0.60762132814616,0.7876403899404416,0.0
68,0.0007730551756939455,0.7573623242165262,0.6227526132404182,0.6227526132404182,0.0,0.26206480660599135,0.7275668895828712,0.8199104277427678,0.0
69,0.0007663029554391028,0.7798548512749939,0.6404769230769232,0.6404769230769232,0.0,0.28704607985924135,0.7039960328560075,0.8374629539838566,0.0
70,0.0007598356856515926,0.8004990217606296,0.6455653797572629,0.6455653797572629,0.0,0.28013214747788723,0.6911164909472229,0.8232397424234512,0.0
71,0.0007536324264832723,0.8194037105941605,0.6232015223243292,0.6232015223243292,0.0,0.2792165715299046,0.6962106875135887,0.8191935775604191,0.0
72,0.0007476743906106103,0.8366794890768108,0.6255992377895898,0.6255992377895898,0.0,0.28173674426838985,0.6800783527647832,0.8569430060653087,0.0
73,0.000741944662736501,0.8524367067950696,0.630609756097561,0.630609756097561,0.0,0.2762870319833523,0.6545620314716014,0.8387297658407938,0.0
74,0.0007364279629037998,0.8667839288498187,0.6484552286969375,0.6484552286969375,0.0,0.2899914878256394,0.6847331987197554,0.8785208484289573,0.0
75,0.0007311104457090248,0.8798266996519848,0.6463994477728039,0.6463994477728039,0.0,0.2777837632211794,0.69450012407468,0.8847386240769435,0.0
76,0.0007259795291154771,0.8916665990375279,0.6489872766622347,0.6489872766622347,0.0,0.26732555818935677,0.7055917607703033,0.8734933844954067,0.0
77,0.000721023747812814,0.9024005540024,0.630068573192512,0.630068573192512,0.0,0.2607619309586027,0.8253857541176808,0.8974748944469121,0.0
78,0.0007162326270441587,0.9121203692077176,0.651806099890759,0.651806099890759,0.0,0.28740100250084044,0.7577928996012288,0.8817179468175778,0.0
79,0.0007115965735877551,0.920912440898094,0.6491943473953172,0.6491943473953172,0.0,0.27003856906094836,0.7048579388021029,0.894832460987452,0.0
80,0.0007071067811865475,0.9288576214547277,0.6207418324735936,0.6207418324735936,0.0,0.26898900870903447,0.7348754541826812,0.8849599431205006,0.0
