Epoch,Dev Fscore overall,Dev Fscore seen,Dev Fscore unseen,Train Fscore overall,Train Fscore seen,Train Fscore unseen
0,0.5320175438596492,0.5320175438596492,0.0,0.43873514819258014,0.563155105315,0.0
1,0.5361995753715499,0.5361995753715499,0.0,0.41574138851403997,0.564431146254913,0.0
2,0.533010752688172,0.533010752688172,0.0,0.428465778050676,0.5648468638556744,0.0
3,0.5361995753715499,0.5361995753715499,0.0,0.41652171624005,0.564431146254913,0.0
4,0.5287462987270674,0.5287462987270674,0.0,0.41020210688967546,0.5619769169298477,0.0
5,0.5298417894162575,0.5298417894162575,0.0,0.4028019999699465,0.555094955688128,0.0
6,0.5300044984255511,0.5300044984255511,0.0,0.39775850062157825,0.5461206951599102,0.0
7,0.5361416361416361,0.5361416361416361,0.0,0.4179143004161596,0.5720696458151092,0.0
8,0.5392560410799291,0.5392560410799291,0.0,0.4101269632977787,0.5587779196747374,0.0
9,0.552985404688191,0.552985404688191,0.0,0.4275508449883319,0.5848738189899232,0.0
10,0.5675969455691731,0.5675969455691731,0.0,0.4331931824595068,0.5857041785252535,0.0
11,0.5759623410418815,0.5759623410418815,0.0,0.4620074074782643,0.6081195532393038,0.0
12,0.5822104525274554,0.5822104525274554,0.0,0.4698852708711785,0.5928415605912742,0.0
13,0.5703654485049834,0.5703654485049834,0.0,0.46053087845518775,0.5737105182076327,0.0
14,0.5880837312216141,0.5880837312216141,0.0,0.48393590575010803,0.6168988366141459,0.0
15,0.5825988700564972,0.5825988700564972,0.0,0.48616824632463507,0.5989219471624182,0.0
16,0.5904047623467676,0.5904047623467676,0.0,0.4953581361664753,0.6290197527615179,0.0
17,0.6301948342121726,0.6301948342121726,0.0,0.5105904425175605,0.6502372521979092,0.0
18,0.6213865578314437,0.6213865578314437,0.0,0.5028154216684684,0.6436949511546286,0.0
19,0.6439959055722603,0.6439959055722603,0.0,0.5471216572396789,0.6398878302022817,0.0
20,0.6459955025082165,0.6459955025082165,0.0,0.5235362231284297,0.6734979960045087,0.0
21,0.6090635424294198,0.6090635424294198,0.0,0.5351683864720524,0.6392889014137428,0.0
22,0.611904761904762,0.611904761904762,0.0,0.5536605052282544,0.6507615555658259,0.0
23,0.6273095758691677,0.6273095758691677,0.0,0.5359938135165894,0.6659915338547011,0.0
24,0.6041803818301514,0.6041803818301514,0.0,0.5309289075779979,0.6457512448265998,0.0
25,0.6461200483541008,0.6461200483541008,0.0,0.5662182850793258,0.6893707279584286,0.0
26,0.6197552350652373,0.6197552350652373,0.0,0.5076498201877178,0.6529355639612964,0.0
27,0.6352965510109105,0.6352965510109105,0.0,0.5400314942040663,0.642736008661192,0.0
28,0.6447736635399526,0.6447736635399526,0.0,0.5448336170510459,0.6911408441878863,0.0
29,0.6342078963680755,0.6342078963680755,0.0,0.5740318345228581,0.6906641578734423,0.0
30,0.6305542617605961,0.6305542617605961,0.0,0.5379556455943669,0.7242168783902962,0.0
31,0.6530602947541058,0.6530602947541058,0.0,0.5700139628893792,0.7267819364736408,0.0
32,0.6135120106761566,0.6135120106761566,0.0,0.5877850030822478,0.7269010564237206,0.0
33,0.6309384450297533,0.6309384450297533,0.0,0.5590549150635173,0.7021691791454355,0.0
34,0.6220517833421059,0.6220517833421059,0.0,0.5721994866580907,0.7192894889956386,0.0
35,0.6357321073495701,0.6357321073495701,0.0,0.6100489888524501,0.7198354308521476,0.0
36,0.6319214437367303,0.6319214437367303,0.0,0.5937523140106744,0.7337818678759527,0.0
37,0.6679002660481616,0.6679002660481616,0.0,0.5909460123162945,0.7363835718190429,0.0
38,0.6282443205658454,0.6282443205658454,0.0,0.6086215036654821,0.7046507112491824,0.0
39,0.6435708802069795,0.6435708802069795,0.0,0.5605629795821601,0.7185479296653432,0.0
40,0.642993028247522,0.642993028247522,0.0,0.5474280142256356,0.7411771010857799,0.0
41,0.6428299219374269,0.6428299219374269,0.0,0.5894691041539106,0.7498741015428283,0.0
42,0.6451407050946751,0.6451407050946751,0.0,0.5743041177823787,0.772770909376084,0.0
43,0.6498977362524986,0.6498977362524986,0.0,0.5873452857589321,0.7590139424289368,0.0
44,0.6362133166679687,0.6362133166679687,0.0,0.6114755467969708,0.7349279864569602,0.0
45,0.650196792959516,0.650196792959516,0.0,0.6089217442902404,0.7413427597024564,0.0
46,0.6467242468927744,0.6467242468927744,0.0,0.6109347115812884,0.7557631250240737,0.0
47,0.6695742446661257,0.6695742446661257,0.0,0.6446231804160842,0.7872468593746806,0.0
48,0.6447746883988494,0.6447746883988494,0.0,0.658191133062635,0.7990747127508186,0.0
49,0.6626645698501985,0.6626645698501985,0.0,0.642675081428937,0.793936242783897,0.0
50,0.659529817070212,0.659529817070212,0.0,0.6914009589731152,0.8078857535298039,0.0
51,0.6412244110626191,0.6412244110626191,0.0,0.6469667919318967,0.7722932712230113,0.0
